   0.00000000      -2.36052275    
   0.00000000      -2.53485799    
   0.00000000      -2.29807520    
   0.00000000      -2.31741786    
   0.00000000      -2.37422633    
   0.00000000      -2.42562509    
   0.00000000      -2.36829329    
   0.00000000      -1.22154021    
   0.00000000      -1.04802370    
   23.0326233     -0.700655639    
   80.2673264      0.571098208    
   101.428619       1.73335218    
   178.789566       2.56638551    
   133.780487       3.23666596    
   81.1528854       3.43070650    
   42.5696945       3.46515179    
   0.00000000       3.15381789    
   0.00000000       2.94023347    
   0.00000000       3.37166452    
   0.00000000       3.03562689    
   0.00000000       2.90548825    
   0.00000000       3.48607755    
   0.00000000       2.98338747    
   0.00000000       2.92068815    
   0.00000000       2.80252743    
   0.00000000       2.62281680    
   0.00000000       2.27630305    
   0.00000000       2.06453800    
   0.00000000       1.83868098    
   0.00000000       1.24039876    
   0.00000000       1.17022192    
   0.00000000       1.35381162    
   0.00000000       1.86185873    
   32.2387619       2.61711264    
   134.461823       4.01475477    
   152.372833       3.86799669    
   149.945892       3.90633440    
   171.614120       4.48569679    
   104.329483       4.63307619    
   45.6922302       4.50050545    
   0.00000000       4.26162481    
   0.00000000       2.92641735    
   0.00000000       3.10818005    
   0.00000000       3.16393638    
   0.00000000       2.53538013    
   0.00000000       1.84935713    
   0.00000000       1.78166986    
   0.00000000       2.10214877    
   0.00000000       1.16425490    
   0.00000000      0.820139408    
   0.00000000      0.673792958    
   0.00000000       1.09427488    
   0.00000000       1.29591966    
   0.00000000      0.882335782    
   0.00000000      0.756654739    
   0.00000000      0.593360782    
   0.00000000      0.780586600    
   31.6701469       1.08797717    
   86.1200027       1.87777185    
   104.292397       1.42858338    
   115.223541       1.77169096    
   158.526077       2.35385060    
   164.473373       2.91306400    
   27.5919781       2.40186357    
   0.00000000       1.23574579    
   0.00000000      0.594295561    
   0.00000000      0.840670764    
   0.00000000      0.609987080    
   0.00000000      0.407394230    
   0.00000000     -0.575284839    
   0.00000000      -1.32928681    
   0.00000000     -0.938234985    
   0.00000000      -1.55304766    
   0.00000000      -1.18573499    
   0.00000000      -1.29066980    
   0.00000000      -1.97760820    
   0.00000000      -2.42402244    
   0.00000000      -2.18500757    
   0.00000000      -2.17231965    
   0.00000000      -2.09338498    
   0.00000000      -1.34689593    
   29.6408157     -0.781906962    
   68.2415085      0.452178419    
   120.310654       1.37165189    
   146.184174       1.88543940    
   163.018173       2.23826742    
   129.573761       2.37889886    
   54.1001129       1.90627909    
   6.43138552       1.19361222    
   0.00000000       1.13874090    
   0.00000000      0.686477661    
   0.00000000      -5.11933267E-02
   0.00000000     -0.477946758    
   0.00000000     -0.714694917    
   0.00000000     -0.831385136    
   0.00000000      -1.32164025    
   0.00000000      -1.60940075    
   0.00000000      -2.09218407    
   0.00000000      -2.61385942    
   0.00000000      -2.31360912    
   0.00000000      -2.81412983    
   0.00000000      -3.34838963    
   0.00000000      -3.66854978    
   0.00000000      -4.04563761    
   0.00000000      -3.39508438    
   36.4474754      -3.16666865    
   126.158699      -2.91622925    
   151.112900      -2.48272204    
   156.962616      -1.85638726    
   143.061676      -1.52765286    
   122.967239      -1.70413685    
   51.2692261      -1.68136728    
   8.40601063      -3.06522679    
   0.00000000      -3.58825207    
   0.00000000      -4.20481730    
   0.00000000      -3.86915970    
   0.00000000      -4.23986626    
   0.00000000      -4.23493385    
   0.00000000      -4.60223055    
   0.00000000      -4.92527151    
   0.00000000      -5.29386044    
   0.00000000      -5.77574968    
   0.00000000      -6.06557131    
   0.00000000      -5.72264290    
   0.00000000      -5.90628481    
   0.00000000      -5.63931847    
   0.00000000      -5.58113766    
   0.00000000      -5.29494381    
   0.00000000      -4.52345514    
   6.28627586      -4.17501688    
   89.4076843      -3.90077519    
   72.9900818      -3.18126917    
   91.7886658      -2.77631140    
   144.966507      -2.97166419    
   65.2457275      -2.91765666    
   24.0459290      -2.73969030    
   6.19517851      -3.18272519    
   0.00000000      -3.37846327    
   0.00000000      -3.46236563    
   0.00000000      -3.83640957    
   0.00000000      -3.46601009    
   0.00000000      -3.28480601    
   0.00000000      -3.47140574    
   0.00000000      -3.49232030    
   0.00000000      -3.91978216    
   0.00000000      -4.56168556    
   0.00000000      -4.18980551    
   0.00000000      -4.15430212    
   0.00000000      -3.94928908    
   0.00000000      -3.90392256    
   0.00000000      -4.12937069    
   0.00000000      -3.94502997    
   0.00000000      -3.13505340    
   39.9505882      -2.56558251    
   95.8712234      -1.73332906    
   115.306282      -1.35520220    
   115.523865      -1.26681316    
   129.441284     -0.671521127    
   181.237915     -0.549240828    
   80.9541168     -0.825300217    
   13.9978933      -1.58585918    
   0.00000000      -2.10141349    
   0.00000000      -3.14150858    
   0.00000000      -3.05936956    
   0.00000000      -2.75963712    
   0.00000000      -3.43695903    
   0.00000000      -3.86346865    
   0.00000000      -3.52301669    
   0.00000000      -3.65641499    
   0.00000000      -3.08062768    
   0.00000000      -3.21704483    
   0.00000000      -3.18805552    
   0.00000000      -2.84461474    
   0.00000000      -2.52814436    
   0.00000000      -2.01759768    
   0.00000000      -2.11960483    
   0.00000000      -1.92472982    
   14.0280352     -0.727488756    
   65.4421387     -0.440756202    
   60.7072678      0.426092505    
   106.139900      0.297554016    
   117.399269      0.698923707    
   127.734711      0.532477140    
   50.0390205      0.529859841    
   5.82052469     -0.356048763    
   0.00000000     -0.369984031    
   0.00000000     -0.495667100    
   0.00000000     -0.476179183    
   0.00000000     -0.891782761    
   0.00000000     -0.397840649    
   0.00000000       4.27975655E-02
   0.00000000      0.514031768    
   0.00000000       1.13505673    
   0.00000000      0.749181926    
   0.00000000      0.427919358    
   0.00000000       7.06367195E-02
   0.00000000      0.289059758    
   0.00000000     -0.174557388    
   0.00000000       1.04819760E-02
   0.00000000       6.13366626E-02
   0.00000000       1.14331794    
   15.1984224       1.67465305    
   114.420082       1.85408521    
   191.110611       2.30748010    
   192.183273       3.81100655    
   176.050552       4.21317482    
   149.212585       5.12120628    
   64.2586060       5.21295357    
   14.0224924       5.39681244    
   0.00000000       5.05452633    
   0.00000000       4.81999111    
   0.00000000       4.61223936    
   0.00000000       4.15197659    
   0.00000000       3.55784798    
